Nom,Structure,Methodes Pratiquees,Horaires,Lien,Adresse,Ville,Dép.,Rég.
Dr Houda ELIAS ALKHOURY,Cabinet médical,IVG médicamenteuse,01 30 38 45 35 ,https://www.ivglesadresses.org/centre_davortement/dr-houda-elias-alkhoury/,4bis Square des Artistes,"95520, OSNY",95,11
Centre Municipal de Santé,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG) - Centre de Santé,,01 42 42 41 48 ,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-2/,267 bis rue des Gros Grès,"92700, COLOMBES",92,11
Dr Raphaël HOCQUEMILLER,Cabinet médical,IVG médicamenteuse,01 49 61 99 84 ,https://www.ivglesadresses.org/centre_davortement/dr-raphael-hocquemiller/,40 rue du Bac,"94480, ABLON-SUR-SEINE",94,11
Centre Hospitalier Métropole Savoie – Site de Chambéry,Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat ouvert;Du lundi au vendredi de 8h30 à 12h et de 13h45 à 16h;Sauf le mercredi de 9h à 12h et de 13h45 à 16h;04 79 96 50 83 Standard 04 79 96 50 50,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-metropole-savoie/,Bâtiment EVEILLON 3ème étage,"73000, CHAMBERY",73,84
Centre Municipal de Soins,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,"Permanences en accès libre;Les infirmières reçoivent sans rendez-vous du lundi au vendredi.;01 49 30 03 29 Sur rendez-vous;Consultation avec les gynécologues;Mardi: 8h30 - 12h avec la sage-femme;Jeudi: 9h30 - 12h / 13h30 - 15h30;Consultation avec la sage-femme;Lundi, jeudi et vendredi de 9h à 12h;Consultation avec la conseillère conjugale;Mardi de 9h à 12h et jeudi de 14h à 18h30",https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-soins/,"9, rue Adrien-Mentienne","94350 Villiers-sur-Marne, VILLIERS-SUR-MARNE",94,11
Dr Jean-Jacques WEITZMAN,Cabinet médical,IVG médicamenteuse,01 48 78 46 88 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-jacques-weitzman/,44-50 Rue Pétion,"75011, PARIS",75,11
CH de Guebwiller,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03 89 74 78 33 ,https://www.ivglesadresses.org/centre_davortement/ch-de-guebwiller/,CH de Guebwiller,"68500, Guebwiller",68,44
Centre de Planification et d’Education Familiale Metz,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Mardi et jeudi de 10h30 à 19h;03 87 34 73 75 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-deducation-familiale-metz/,Ile du Saulcy - Batiment Simone Veil,"57012, Metz",57,44
Dr Catherine BRUNEAU,Cabinet médical,IVG médicamenteuse,01 40 86 35 14 ,https://www.ivglesadresses.org/centre_davortement/dr-catherine-bruneau/,23 rue de Chanzy,"92600, ASNIERES-SUR-SEINE",92,11
Centre Hospitalier Vitry-le-François,Hôpital,IVG médicamenteuse,03 26 73 60 24 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-vitry-francois/,2 rue Charles Simon,"51300, Vitry-le-François",51,44
Dr Abdelhak HAROUNI,Cabinet médical,IVG médicamenteuse,04 74 43 23 41 ,https://www.ivglesadresses.org/centre_davortement/dr-abdelhak-harouni/,3 rue des Castors,"38300, BOURGOIN-JALLIEU",38,84
Centre de PMI et de Planification La Boissière,Centre de Planification et d'Education Familiale,IVG médicamenteuse,01 45 28 97 01 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-la-boissiere/,"8, rue des Sycomores","93110, ROSNY-SOUS-BOIS",93,11
Planning Familial Bourgoin,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Lundi de 9h à 16h30;Mardi et jeudi de 9h à 18h;Mercredi de 9h à 17h;Vendredi de 12h à 18h;04 74 28 32 22 Consultations pour IVG médicamenteuse;Mardi à 11h30;Jeudi et vendredi à 13h30,https://www.ivglesadresses.org/centre_davortement/planning-familial-bourgoin/,"14, Place Albert Schweitzer","38300, BOURGOIN-JALLIEU",38,84
Dr Michel FABRE,Cabinet médical,IVG médicamenteuse,01 47 37 64 46 ,https://www.ivglesadresses.org/centre_davortement/dr-michel-fabre/,33 rue Paul Vaillant Couturier,"92240, MALAKOFF",92,11
Centre de Santé Pierre-Rouquès,Centre de Santé,IVG médicamenteuse,01 86 93 32 00 ,https://www.ivglesadresses.org/centre_davortement/centre-de-sante-pierre-rouques/,43 Avenue Karl Marx,"94800, Villejuif",94,11
Centre de PMI et de Planification Henri Barbusse,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi;De 8h30 à 12h30 et de 13h30 à 17h;Lundi jusqu'à 19h30 pour les consultations;01 46 78 52 32 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-cpef-henri-barbusse/,"3ter, rue Henri Barbusse","94800, VILLEJUIF",94,11
Centre de PMI et de Planification du Parendez-vousis,Centre de Planification et d'Education Familiale - Centre de PMI,,"Permanences sans rendez-vous;Tous les jours;8h30-12h30 et 13h30-17h30;01 34 33 51 81 Consultations sur rendez-vous;Suivi de grossesse, consultations prénatales;Consultation de planification familiale",https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-et-de-pmi-du-parendez-vousis/,Dispensaire Polyvalent,"95000, CERGY",95,11
Dr Suzie YAWAT,Cabinet médical,IVG médicamenteuse,01 60 84 80 27 ,https://www.ivglesadresses.org/centre_davortement/dr-suzie-yawat/,21 Rue d'Estienne d'Orves,"91220, Brétigny-sur-Orge",91,11
Dr François DELAFFOND,Cabinet médical,IVG médicamenteuse,01 47 34 93 96 ,https://www.ivglesadresses.org/centre_davortement/dr-francois-delaffond/,50 avenue de la Motte-Picquet,"75015, PARIS",75,11
Hôpital Port-Royal (Paris),Centre de Planification et d'Education Familiale - Hôpital,IVG chirurgicale (anesthésie générale) - IVG chirurgicale (anesthésie locale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 12h30 et de 13h30 à 16h30;01 58 41 38 65 / 01 58 41 38 66 Consultations IVG sur RDV;Du lundi au vendredi,https://www.ivglesadresses.org/centre_davortement/hopital-port-royal/,53 Avenue de l' Observatoire,"75014, PARIS",75,11
Centre Hospitalier de Gonesse,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h30;01 77 65 55 13 ,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-de-gonesse/,12-18 Rue Pierre de Theilley,"95500, GONESSE",95,11
Dr Thierry GUEUTIN,Cabinet médical,IVG médicamenteuse,01 60 70 52 76 ,https://www.ivglesadresses.org/centre_davortement/dr-thierry-gueutin/,144 Avenue Fontainebleau,"77250, VENEUX-LES-SABLONS",77,11
Dr Bernard ORDONO,Cabinet médical,IVG médicamenteuse,06 07 31 89 64 ,https://www.ivglesadresses.org/centre_davortement/dr-bernard-ordono/,"41, rue Croix Baragnon","31000, TOULOUSE",31,76
La Place Santé,Centre de Santé,IVG médicamenteuse,Accueil;Du lundi au vendredi - De 9h à 12h45 et de 15h à 19h;Le samedi - De 9h à 13h;01 48 09 09 17 Consultations IVG sur RDV;Du lundi au vendredi,https://www.ivglesadresses.org/centre_davortement/centre-de-sante-la-place-sante/,17 rue de Lorraine,"93200, SAINT-DENIS",93,11
Fabienne Stock,Cabinet sage-femme,IVG médicamenteuse,05 61 22 92 29 ,https://www.ivglesadresses.org/centre_davortement/fabienne-stock/,6 Rue de la Rochefoucauld,"31200, Toulouse",31,76
Centre de PMI et de Planification,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG) - Centre de PMI,,01 41 36 82 50 ,https://www.ivglesadresses.org/centre_davortement/centre-departemental-de-planification-et-deducation-familiale-3/,"26, avenue Charles de Gaulle","92350, LE PLESSIS-ROBINSON",92,11
Centre de planification,Centre de Planification et d'Education Familiale,,Du lundi au vendredi: 9h à 12h - 13h à 17h30;Vendredi: 9h à 12h 30 02 31 51 98 99,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-3/,"1, rue de Verdun","14400, Bayeux",14,28
Centre Périnatal de Proximité,,IVG médicamenteuse,02-31-71-76-33 02-31-71-76-76,https://www.ivglesadresses.org/centre_davortement/centre-perinatal-de-proximite-5/,5 rue de L'hôpital,"14260, Aunay sur Odon",14,28
Dr Tiphaine Beillat,Clinique,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,0276289117 ,https://www.ivglesadresses.org/centre_davortement/dr-tiphaine-beillat/,4 Rue de Lessard,"76100, Rouen",76,28
CENTRE DE PLANIFICATION,Centre de Planification et d'Education Familiale,,02 33 32 30 58 02 33 32 30 30,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-21/,25 rue de Fresnay,"61000, Alençon",61,28
Mélody Lehacaut,Cabinet sage-femme,IVG médicamenteuse,07 69 17 18 44 ,https://www.ivglesadresses.org/centre_davortement/melody-lehacaut/,87 bd du Segrais,"77185, Lognes",77,11
Centre Hospitalier VITRE,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,02 99 74 14 80 Standard 02 99 74 14 14,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-vitre/,30 route de Rennes,"35500, VITRE",35,53
Centre Hospitalier d’Arpajon,,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Secrétariat;Du lundi au vendredi;De 9h à 16h;01 64 92 91 46 / 92 42 Consultations IVG sur RDV;Standard hôpital: 01 64 92 92 92,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-darpajon/,18 avenue de Verdun,"91294, ARPAJON",91,11
Centre de PMI et de Planification de Meudon,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,1 55 64 07 50 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-de-meudon/,"3, rue des Galons","92190, MEUDON",92,11
Centre de PMI et de Planification « Les Aulnes »,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG) - Centre de PMI,,Accueil;Du lundi au vendredi de 9h à 17h;01 71 29 55 67 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-roger-salengro/,3 rue Etienne Fajon,"93430, VILLETANEUSE",93,11
Dr Jean-Jacques PEYRE,Cabinet médical,IVG médicamenteuse,02 97 24 71 09 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-jacques-peyre-2/,3 rue Ler Paris,"56330, PLUVIGNER",56,53
Dr Jean-Jacques WEITZMAN,Cabinet médical,IVG médicamenteuse,01 48 78 46 88 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-jacques-weitzman/,44-50 Rue Pétion,"75011, PARIS",75,11
Anne-Lise Yvernès,Cabinet médical,IVG médicamenteuse,05 61 87 86 33 ,https://www.ivglesadresses.org/centre_davortement/anne-lise-yvernes/,"MSP, 2 route du Baqué","31390, Carbonne",31,76
Centre Hospitalier d’Argenteuil – Victor Dupouy,Centre de Planification et d'Education Familiale,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Accueil;Du lundi au vendredi;De 9h à 17h;01 34 23 14 27 Consultations IVG sur RDV;Du lundi au vendredi;Standard 01 34 23 24 25,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-dargenteuil/,"69, Rue du Lieutenant-Colonel Prudhon","95100, ARGENTEUIL",95,11
Centre de Planification et d’Education Familiale,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 77 92 19 25 ,https://www.ivglesadresses.org/centre_davortement/centre-departemental-de-planification-et-deducation-familiale-2/,"143, avenue du Général Leclerc","92340, BOURG-LA-REINE",92,11
Dr Ilana COHEN WALTER,Cabinet médical,IVG médicamenteuse,06 60 87 41 98 ,https://www.ivglesadresses.org/centre_davortement/dr-ilana-cohen-walter/,21 Rue De L'Ourcq,"75019, Paris",75,11
Dr Anthony CHAPRON,Cabinet médical,IVG médicamenteuse,02 96 87 00 70 ,https://www.ivglesadresses.org/centre_davortement/dr-anthony-chapron/,21 Avenue de l'Aublette,"22100, QUEVERT",22,53
Centre de PMI et de Planification Gentilly,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 46 56 80 77 ,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-familiale-gentilly-2/,Cité du Chaperon Vert - 3ème Avenue,"94250, GENTILLY",94,11
Dr Elisabeth AUBENY,Cabinet médical,IVG médicamenteuse,01 53 89 03 13 ,https://www.ivglesadresses.org/centre_davortement/dr-elisabeth-aubeny/,37 bis rue de Ponthieu,"75008, PARIS",75,11
Dr François PATEL,Cabinet médical,IVG médicamenteuse,04 50 67 96 88 ,https://www.ivglesadresses.org/centre_davortement/dr-francois-patel/,9 Quinter Avenue de la République,"74960, CRAN-GEVRIER",74,84
Dr Marina BRODBECK,Cabinet médical,IVG médicamenteuse,01 48 93 81 17 ,https://www.ivglesadresses.org/centre_davortement/dr-marina-brodbeck/,5B quai de la République,"94410, SAINT-MAURICE",94,11
Dr Dora LEVY,Cabinet médical,IVG médicamenteuse,Congés été 2015: présente tout l'été au cabinet;01 46 36 20 85 - Tapez 1 ,https://www.ivglesadresses.org/centre_davortement/dr-dora-levy/,391 rue des Pyrénées,"75020, PARIS",75,11
Dr Jean Pascal BONNEMAINS,Cabinet médical,IVG médicamenteuse,02 32 33 06 80 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-pascal-bonnemains/,37 Rue Saint-Thomas,"27000, Evreux",27,28
Centre de PMI et de Planification du Londeau,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 40 78 95 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-du-londeau/,"3, Rue Paul-Verlaine","93130, NOISY-LE-SEC",93,11
Antenne Centre de Planification et d’Education Familiale Chatel,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,03.29.39.40.57 ,https://www.ivglesadresses.org/centre_davortement/antenne-centre-de-planification-deducation-familiale-chatel/,"14, rue Aristide Briand","88330, Chatel",88,44
CPEF – Maison départementale de la solidarité,Centre de Planification et d'Education Familiale,IVG médicamenteuse,"Accueil du lundi au vendredi;De 9h à 12h et de 14h à 17h;04 13 31 84 13 Consultation gynécologique sur RDV;Lundi, mercredi après-midi (adolescentes), vendredi après-midi 2ème et 4ème du mois;Mardi, vendredi matin 1er, 3ème et 5ème du mois",https://www.ivglesadresses.org/centre_davortement/cpef-maison-departementale-de-la-solidarite/,Rue Calmette et Guérin,"13100, AIX-EN-PROVENCE",13,93
Centre Municipal de Santé Marc Chagall,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,Accueil;Du lundi au vendredi de 8h30 à 18h30;Le samedi de 9h à 11h45;01 47 15 97 91 ,https://www.ivglesadresses.org/centre_davortement/centre-municipal-de-sante-marc-chagall/,"3, rue Simonneau","92110, CLICHY",92,11
Dr Catherine MIGLIORELLI,Cabinet médical,IVG médicamenteuse,04 79 88 02 02 ,https://www.ivglesadresses.org/centre_davortement/dr-catherine-migliorelli/,98 Route des Terraillers,"73420, DRUMETTAZ-CLARAFOND",73,84
Centre de PMI et de Planification,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 48 34 73 58 ,https://www.ivglesadresses.org/centre_davortement/centre-pmi-2/,18 rue du Buisson,"93300, AUBERVILLIERS",93,11
Le Planning Familial 94,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil téléphonique;Lundi - De 14h à 18h;Accueil - Information;Mercredi 14h à 18h;01 43 76 65 87 Consultations IVG médicamenteuse sur RDV;Mercredi 14h à 16h,https://www.ivglesadresses.org/centre_davortement/mfpf-maisons-alfort/,"52, rue Carnot","94700, MAISONS-ALFORT",94,11
Dr Véronique TACK,Cabinet médical,IVG médicamenteuse,01 69 28 76 15 ,https://www.ivglesadresses.org/centre_davortement/dr-veronique-tack/,15 rue de Paris,"91400, ORSAY",91,11
Centre Hospitalier Reims,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,03 26 78 78 56 03 26 78 78 78,https://www.ivglesadresses.org/centre_davortement/centre-hospitalier-reims/,45 rue Cognacq Jay,"51092, Reims",51,44
Centre de PMI et de Planification de Sainte-Geneviève-des-Bois Montlhéry,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Lundi: FERME;Mardi - De 13h30 à 17h;Mercredi - De 9h à 12h et de 13h30 à 17h;Jeudi - De 9h30 à 12h;Vendredi - De 13h30 à 17h30;01 60 16 68 86 ,https://www.ivglesadresses.org/centre_davortement/centre-de-sainte-genevieve-des-bois-monttlhery/,35 route de Montlhéry,"91700, SAINTE-GENEVIEVE-DES-BOIS",91,11
Centre Médico-Social des 4 Routes,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 47 99 05 83 ,https://www.ivglesadresses.org/centre_davortement/centre-medico-social-des-4-routes/,"13, avenue Alphonse Lamartine","92600, ASNIERES-SUR-SEINE",92,11
Dr Jean-Claude GUILLAT,Cabinet médical,IVG médicamenteuse,01 45 04 34 00 ,https://www.ivglesadresses.org/centre_davortement/dr-jean-claude-guillat/,60 Avenue Paul Doumer,"75016, PARIS",75,11
Centre de Planification Wallon,Centre de Planification et d'Education Familiale,IVG médicamenteuse,Accueil;Du lundi au jeudi - De 8h30 à 17h30;Vendredi - De 8h30 à 16h30;01 48 58 97 49 Consultations IVG sur RDV;Mardi matin et jeudi après-midi,https://www.ivglesadresses.org/centre_davortement/centre-pmi-montreuil-sous-bois/,"9, rue Henri Wallon","93100, MONTREUIL-SOUS-BOIS",93,11
Centre de Planification et d’Education Familiale des Clayes-sous-Bois,Centre de Planification et d’Education Familiale (ne pratique pas d'IVG),,01 30 55 38 18 Consultations gynécologiques sur rendez-vous et présence d’une conseillère conjugale;Tous les jeudis de 15h à 19h30,https://www.ivglesadresses.org/centre_davortement/centre-de-planification-et-deducation-familiale-des-clayes-sous-bois/,6 bis avenue Debussy,"78340, LES CLAYES-SOUS-BOIS",78,11
Clinique La Montagne,Clinique,IVG chirurgicale (anesthésie générale),"Secrétariat;Du lundi au vendredi - De 8h à 19h30;Le samedi - De 8h à 13h;01 47 88 27 09 Consultations IVG sur RDV;Du lundi au samedi;Standard 08 20 23 56 37 (0,09 € TTC/min)",https://www.ivglesadresses.org/centre_davortement/clinique-la-montagne/,"42, Rue de l'Alma (Consultations)","92400, COURBEVOIE",92,11
Hôpitaux du Léman,Hôpital,IVG chirurgicale (anesthésie générale) - IVG médicamenteuse,Accueil;Lundi-Mardi-Jeudi-Vendredi - De 8h30 à 12h;Mercredi - De 8h30 à 12h et de 14h à 17h;04 50 83 28 71 Consultations IVG sur RDV;Du lundi au vendredi de 8h à 13h;04 50 83 20 00,https://www.ivglesadresses.org/centre_davortement/hopitaux-du-leman/,3 rue de la Dame,"74200, THONON-LES-BAINS",74,84
